Date,High,Low,Open,Close,Volume,Adj Close
2020-04-17,35.15999984741211,34.47999954223633,34.810001373291016,34.619998931884766,31859978,34.619998931884766
2020-04-20,35.060001373291016,34.59000015258789,34.75,35.040000915527344,24119614,35.040000915527344
2020-04-21,34.959999084472656,34.060001373291016,34.959999084472656,34.529998779296875,27284031,34.529998779296875
2020-04-22,35.290000915527344,34.209999084472656,34.400001525878906,35.25,37133411,35.25
2020-04-23,35.290000915527344,34.68000030517578,35.25,34.720001220703125,23748774,34.720001220703125
2020-04-24,34.91999816894531,33.720001220703125,34.61000061035156,33.7400016784668,33438199,33.7400016784668
2020-04-27,33.849998474121094,32.5,33.7400016784668,32.84000015258789,43918384,32.84000015258789
2020-04-28,32.79999923706055,30.8700008392334,32.790000915527344,32.7400016784668,42641158,32.7400016784668
2020-04-29,32.83000183105469,32.2599983215332,32.400001525878906,32.470001220703125,15589095,32.470001220703125
2020-04-30,33.5,32.599998474121094,32.599998474121094,33.290000915527344,32133033,33.290000915527344
