Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,35.540000915527344,34.61000061035156,34.61000061035156,35.040000915527344,48843804,35.040000915527344
2020-01-03,35.290000915527344,34.43000030517578,34.959999084472656,34.65999984741211,44019437,34.65999984741211
2020-01-06,37.630001068115234,34.209999084472656,34.29999923706055,36.720001220703125,124336428,36.720001220703125
2020-01-07,36.81999969482422,36.209999084472656,36.709999084472656,36.75,49733045,36.75
2020-01-08,36.65999984741211,36.029998779296875,36.45000076293945,36.04999923706055,47125351,36.04999923706055
2020-01-09,36.84000015258789,36.2400016784668,36.58000183105469,36.540000915527344,46484015,36.540000915527344
2020-01-10,37.11000061035156,36.0099983215332,36.45000076293945,36.2599983215332,39585945,36.2599983215332
2020-01-13,37.279998779296875,36.20000076293945,36.349998474121094,36.9900016784668,50102186,36.9900016784668
2020-01-14,37.18000030517578,36.349998474121094,37.099998474121094,36.400001525878906,37473692,36.400001525878906
2020-01-15,36.70000076293945,35.79999923706055,36.310001373291016,36.279998779296875,34319862,36.279998779296875
2020-01-16,36.7599983215332,36.150001525878906,36.279998779296875,36.31999969482422,32834088,36.31999969482422
2020-01-17,36.560001373291016,35.86000061035156,36.5099983215332,35.959999084472656,31248738,35.959999084472656
2020-01-20,36.72999954223633,35.619998931884766,36.0,36.619998931884766,41308943,36.619998931884766
2020-01-21,36.95000076293945,35.97999954223633,36.56999969482422,36.029998779296875,34975462,36.029998779296875
2020-01-22,36.97999954223633,35.75,35.86000061035156,36.86000061035156,50916222,36.86000061035156
2020-01-23,36.599998474121094,34.400001525878906,36.36000061035156,35.11000061035156,64073474,35.11000061035156
2020-02-03,33.650001525878906,31.670000076293945,31.670000076293945,31.950000762939453,96516579,31.950000762939453
2020-02-04,35.150001525878906,32.5,32.54999923706055,35.150001525878906,106696515,35.150001525878906
2020-02-05,38.66999816894531,35.20000076293945,35.9900016784668,38.189998626708984,159254243,38.189998626708984
2020-02-06,39.369998931884766,37.79999923706055,38.31999969482422,39.29999923706055,130991689,39.29999923706055
2020-02-07,39.79999923706055,38.099998474121094,38.880001068115234,38.86000061035156,107461310,38.86000061035156
2020-02-10,39.70000076293945,38.099998474121094,39.11000061035156,39.02000045776367,84304345,39.02000045776367
2020-02-11,39.68000030517578,37.689998626708984,39.400001525878906,37.83000183105469,83444074,37.83000183105469
2020-02-12,39.349998474121094,37.599998474121094,37.880001068115234,39.29999923706055,104569399,39.29999923706055
2020-02-13,39.5,38.20000076293945,39.099998474121094,38.41999816894531,74657952,38.41999816894531
2020-02-14,39.13999938964844,38.04999923706055,38.20000076293945,38.36000061035156,62518707,38.36000061035156
2020-02-17,39.65999984741211,38.29999923706055,38.36000061035156,39.540000915527344,94927024,39.540000915527344
2020-02-18,40.52000045776367,39.130001068115234,39.709999084472656,40.04999923706055,97061812,40.04999923706055
2020-02-19,39.709999084472656,38.619998931884766,39.709999084472656,38.65999984741211,84477867,38.65999984741211
2020-02-20,39.27000045776367,38.150001525878906,38.880001068115234,39.0099983215332,61613714,39.0099983215332
2020-02-21,42.220001220703125,39.04999923706055,39.04999923706055,41.34000015258789,143469143,41.34000015258789
2020-02-24,43.189998626708984,41.349998474121094,41.9900016784668,42.400001525878906,115410150,42.400001525878906
2020-02-25,42.130001068115234,39.7400016784668,41.43000030517578,42.0,117799191,42.0
2020-02-26,41.189998626708984,39.400001525878906,41.0,39.779998779296875,91676891,39.779998779296875
2020-02-27,41.83000183105469,39.150001525878906,39.959999084472656,40.9900016784668,91107585,40.9900016784668
2020-02-28,40.41999816894531,38.5,39.38999938964844,38.59000015258789,89772145,38.59000015258789
2020-03-02,41.220001220703125,39.119998931884766,39.849998474121094,40.779998779296875,87231419,40.779998779296875
2020-03-03,44.86000061035156,41.2599983215332,41.70000076293945,43.79999923706055,189305067,43.79999923706055
2020-03-04,44.439998626708984,41.880001068115234,43.279998779296875,43.2599983215332,125571756,43.2599983215332
2020-03-05,44.68000030517578,41.97999954223633,44.5,42.79999923706055,103100170,42.79999923706055
2020-03-06,42.650001525878906,41.45000076293945,41.880001068115234,41.849998474121094,68072673,41.849998474121094
2020-03-09,41.16999816894531,39.560001373291016,40.619998931884766,39.77000045776367,79926191,39.77000045776367
2020-03-10,41.20000076293945,39.20000076293945,39.380001068115234,41.16999816894531,76148664,41.16999816894531
2020-03-11,41.75,39.779998779296875,41.38999938964844,39.900001525878906,64119522,39.900001525878906
2020-03-12,39.08000183105469,37.900001525878906,39.0,38.439998626708984,67150790,38.439998626708984
2020-03-13,39.13999938964844,36.0,36.0,38.34000015258789,66399489,38.34000015258789
2020-03-16,38.599998474121094,35.810001373291016,38.599998474121094,36.11000061035156,64556910,36.11000061035156
2020-03-17,36.970001220703125,34.70000076293945,36.58000183105469,36.290000915527344,57095986,36.290000915527344
2020-03-18,37.470001220703125,35.560001373291016,36.58000183105469,35.61000061035156,54368754,35.61000061035156
2020-03-19,36.81999969482422,34.88999938964844,35.79999923706055,36.52000045776367,55883325,36.52000045776367
2020-03-20,37.20000076293945,35.900001525878906,37.0099983215332,36.400001525878906,40904560,36.400001525878906
2020-03-23,35.65999984741211,34.310001373291016,35.0,34.75,46117065,34.75
2020-03-24,35.689998626708984,34.5099983215332,35.459999084472656,35.4900016784668,39148528,35.4900016784668
2020-03-25,36.470001220703125,35.70000076293945,36.29999923706055,35.97999954223633,41429443,35.97999954223633
2020-03-26,36.63999938964844,35.5,35.599998474121094,35.810001373291016,35988085,35.810001373291016
2020-03-27,36.79999923706055,35.91999816894531,36.630001068115234,35.9900016784668,47337090,35.9900016784668
2020-03-30,35.400001525878906,34.029998779296875,35.400001525878906,34.529998779296875,42592796,34.529998779296875
2020-03-31,35.11000061035156,34.2400016784668,35.0,34.459999084472656,23055249,34.459999084472656
2020-04-01,35.099998474121094,34.099998474121094,34.459999084472656,34.47999954223633,25974162,34.47999954223633
2020-04-02,35.47999954223633,34.25,34.400001525878906,35.45000076293945,32785232,35.45000076293945
2020-04-03,35.439998626708984,34.63999938964844,35.34000015258789,34.790000915527344,27888617,34.790000915527344
2020-04-07,35.959999084472656,35.33000183105469,35.61000061035156,35.7599983215332,40698559,35.7599983215332
2020-04-08,35.939998626708984,35.380001068115234,35.439998626708984,35.58000183105469,26941396,35.58000183105469
2020-04-09,37.099998474121094,35.63999938964844,35.95000076293945,36.95000076293945,59225345,36.95000076293945
2020-04-10,37.150001525878906,35.61000061035156,37.099998474121094,35.779998779296875,43804598,35.779998779296875
2020-04-13,35.400001525878906,34.68000030517578,35.400001525878906,34.91999816894531,25786032,34.91999816894531
2020-04-14,35.099998474121094,34.11000061035156,34.119998931884766,35.04999923706055,39462951,35.04999923706055
2020-04-15,35.349998474121094,34.619998931884766,35.02000045776367,34.720001220703125,26376274,34.720001220703125
2020-04-16,34.81999969482422,34.220001220703125,34.599998474121094,34.43000030517578,28237312,34.43000030517578
